RUN	STATUS	RUNTIME(s)	OUTPUT
3001	OK	288	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_3001.root
3003	OK	3114	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_3003.root
3004	OK	3146	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_3004.root
3005	OK	3154	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_3005.root
3002	OK	3465	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_3002.root
