RUN	STATUS	RUNTIME(s)	OUTPUT	DATETIME
5027	OK	99	/u/ddas/software/Salvador/rootfiles/ddas/disi/disi_5027.root	Di 23. Jun 09:04:42 CEST 2026
5025	OK	267	/u/ddas/software/Salvador/rootfiles/ddas/disi/disi_5025.root	Di 23. Jun 09:31:15 CEST 2026
5026	OK	470	/u/ddas/software/Salvador/rootfiles/ddas/disi/disi_5026.root	Di 23. Jun 09:55:28 CEST 2026
