RUN	STATUS	RUNTIME(s)	OUTPUT
1011	OK	2128	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_1011.root
1013	OK	3169	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_1013.root
1008	OK	3734	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_1008.root
1012	OK	3903	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_1012.root
1009	OK	4034	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_1009.root
1010	OK	4050	/u/ddas/software/Salvador/rootfiles/ddas/meta/meta_1010.root
