RUN	STATUS	RUNTIME(s)	OUTPUT	DATETIME
5013	OK	917	/u/ddas/software/Salvador/rootfiles/ddas/disi/disi_5013.root	Di 23. Jun 09:55:05 CEST 2026
5014	OK	1014	/u/ddas/software/Salvador/rootfiles/ddas/disi/disi_5014.root	Di 23. Jun 09:59:26 CEST 2026
5017	OK	1034	/u/ddas/software/Salvador/rootfiles/ddas/disi/disi_5017.root	Di 23. Jun 10:00:24 CEST 2026
5015	OK	1078	/u/ddas/software/Salvador/rootfiles/ddas/disi/disi_5015.root	Di 23. Jun 10:00:58 CEST 2026
