Average.Position.Y.54:                    29.97
Average.Position.Z.54:                    5.41
Average.Position.X.55:                    8.0
Average.Position.Y.55:                    38.78
Average.Position.Z.55:                    5.42
Average.Position.X.56:                    -7.91
Average.Position.Y.56:                    38.74
Average.Position.Z.56:                    5.39
Average.Position.X.57:                    -22.05
Average.Position.Y.57:                    29.98
Average.Position.Z.57:                    5.41
Average.Position.X.58:                    -30.31
Average.Position.Y.58:                    21.4
Average.Position.Z.58:                    5.4
Average.Position.X.59:                    -34.52
Average.Position.Y.59:                    12.9
Average.Position.Z.59:                    5.38
Average.Position.X.60:                    -36.14
Average.Position.Y.60:                    4.36
Average.Position.Z.60:                    5.4
Average.Position.X.61:                    -36.16
Average.Position.Y.61:                    -4.38
Average.Position.Z.61:                    5.4
Average.Position.X.62:                    -34.46
Average.Position.Y.62:                    -12.93
Average.Position.Z.62:                    5.37
Average.Position.X.63:                    -30.3
Average.Position.Y.63:                    -21.43
Average.Position.Z.63:                    5.38
Average.Position.X.64:                    -21.96
Average.Position.Y.64:                    -29.97
Average.Position.Z.64:                    5.42
Average.Position.X.65:                    -7.97
Average.Position.Y.65:                    -38.74
Average.Position.Z.65:                    5.42
Average.Position.X.66:                    7.99
Average.Position.Y.66:                    -38.9
Average.Position.Z.66:                    11.32
Average.Position.X.67:                    22.22
Average.Position.Y.67:                    -30.11
Average.Position.Z.67:                    11.26
Average.Position.X.68:                    30.58
Average.Position.Y.68:                    -21.51
Average.Position.Z.68:                    11.23
Average.Position.X.69:                    35.02
Average.Position.Y.69:                    -12.95
Average.Position.Z.69:                    11.19
Average.Position.X.70:                    36.95
Average.Position.Y.70:                    -4.34
Average.Position.Z.70:                    11.21
Average.Position.X.71:                    36.88
Average.Position.Y.71:                    4.41
Average.Position.Z.71:                    11.21
Average.Position.X.72:                    34.96
Average.Position.Y.72:                    12.97
Average.Position.Z.72:                    11.21
Average.Position.X.73:                    30.66
Average.Position.Y.73:                    21.53
Average.Position.Z.73:                    11.22
Average.Position.X.74:                    22.19
Average.Position.Y.74:                    30.16
Average.Position.Z.74:                    11.25
Average.Position.X.75:                    7.94
Average.Position.Y.75:                    38.91
Average.Position.Z.75:                    11.31
Average.Position.X.76:                    -7.95
Average.Position.Y.76:                    38.88
Average.Position.Z.76:                    11.31
Average.Position.X.77:                    -22.24
Average.Position.Y.77:                    30.13
Average.Position.Z.77:                    11.26
Average.Position.X.78:                    -30.71
Average.Position.Y.78:                    21.52
Average.Position.Z.78:                    11.22
Average.Position.X.79:                    -34.96
Average.Position.Y.79:                    12.94
Average.Position.Z.79:                    11.19
Average.Position.X.80:                    -37.0
Average.Position.Y.80:                    4.36
Average.Position.Z.80:                    11.2
Average.Position.X.81:                    -36.94
Average.Position.Y.81:                    -4.38
Average.Position.Z.81:                    11.18
Average.Position.X.82:                    -34.96
Average.Position.Y.82:                    -12.99
Average.Position.Z.82:                    11.21
Average.Position.X.83:                    -30.66
Average.Position.Y.83:                    -21.51
Average.Position.Z.83:                    11.23
Average.Position.X.84:                    -22.1
Average.Position.Y.84:                    -30.15
Average.Position.Z.84:                    11.26
Average.Position.X.85:                    -7.99
Average.Position.Y.85:                    -38.88
Average.Position.Z.85:                    11.31
Average.Position.X.86:                    7.94
Average.Position.Y.86:                    -38.97
Average.Position.Z.86:                    17.23
Average.Position.X.87:                    22.38
Average.Position.Y.87:                    -30.23
Average.Position.Z.87:                    17.21
Average.Position.X.88:                    30.73
Average.Position.Y.88:                    -21.58
Average.Position.Z.88:                    17.19
Average.Position.X.89:                    35.04
Average.Position.Y.89:                    -13.0
Average.Position.Z.89:                    17.2
Average.Position.X.90:                    37.04
Average.Position.Y.90:                    -4.38
Average.Position.Z.90:                    17.16
Average.Position.X.91:                    37.04
Average.Position.Y.91:                    4.36
Average.Position.Z.91:                    17.18
Average.Position.X.92:                    35.04
Average.Position.Y.92:                    13.01
Average.Position.Z.92:                    17.19
Average.Position.X.93:                    30.69
Average.Position.Y.93:                    21.53
Average.Position.Z.93:                    17.16
Average.Position.X.94:                    22.32
Average.Position.Y.94:                    30.21
Average.Position.Z.94:                    17.2
Average.Position.X.95:                    8.03
Average.Position.Y.95:                    38.96
Average.Position.Z.95:                    17.22
Average.Position.X.96:                    -7.99
Average.Position.Y.96:                    38.92
Average.Position.Z.96:                    17.24
Average.Position.X.97:                    -22.32
Average.Position.Y.97:                    30.17
Average.Position.Z.97:                    17.19
Average.Position.X.98:                    -30.81
Average.Position.Y.98:                    21.56
Average.Position.Z.98:                    17.16
Average.Position.X.99:                    -35.07
Average.Position.Y.99:                    13.0
Average.Position.Z.99:                    17.17
Average.Position.X.100:                    -36.98
Average.Position.Y.100:                    4.41
Average.Position.Z.100:                    17.21
Average.Position.X.101:                    -37.05
Average.Position.Y.101:                    -4.38
Average.Position.Z.101:                    17.16
Average.Position.X.102:                    -34.99
Average.Position.Y.102:                    -13.01
Average.Position.Z.102:                    17.2
Average.Position.X.103:                    -30.77
Average.Position.Y.103:                    -21.54
Average.Position.Z.103:                    17.2
Average.Position.X.104:                    -22.29
Average.Position.Y.104:                    -30.19
Average.Position.Z.104:                    17.18
Average.Position.X.105:                    -8.01
Average.Position.Y.105:                    -38.95
Average.Position.Z.105:                    17.22
Average.Position.X.106:                    3.47
Average.Position.Y.106:                    -35.53
Average.Position.Z.106:                    23.73
Average.Position.X.107:                    10.32
Average.Position.Y.107:                    -34.39
Average.Position.Z.107:                    23.74
Average.Position.X.108:                    17.1
Average.Position.Y.108:                    -31.41
Average.Position.Z.108:                    23.77
Average.Position.X.109:                    23.99
Average.Position.Y.109:                    -26.31
Average.Position.Z.109:                    23.8
Average.Position.X.110:                    30.97
Average.Position.Y.110:                    -17.07
Average.Position.Z.110:                    20.56
Average.Position.X.111:                    33.78
